控制器,物理CAN,作用域,报文类型,CAN ID,方向,周期,分类,Byte,Bit,信号名,说明
算法PCB,CAN2(编码器链),左臂,传感器数据,0x181,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂root_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x182,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂base_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x183,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂boom_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x184,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂d1_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x185,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂e1_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x186,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂f_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x187,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂cd_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x188,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂gg1_raw,
算法PCB,CAN2(编码器链),左臂,传感器数据,0x189,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,左臂深度,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x192,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂base_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x193,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂boom_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x194,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂d1_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x195,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂e1_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x196,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂f_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x197,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂cd_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x198,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂gg1_raw,
算法PCB,CAN2(编码器链),中臂,传感器数据,0x199,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,中臂深度,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A1,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂root_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A2,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂base_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A3,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂boom_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A4,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂d1_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A5,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂e1_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A6,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂f_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A7,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂cd_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A8,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂gg1_raw,
算法PCB,CAN2(编码器链),右臂,传感器数据,0x1A9,编码器至算法PCB,40ms,编码器/角度原始量,B0-B3,,右臂深度,
算法PCB,CAN1(编码器链),共享姿态,传感器数据,0x28F,编码器至算法PCB,40ms,车体姿态,B0-B3,,body_roll/body_pitch,
算法PCB,CAN1(算法PCB链),共享姿态,算法数据,0x150,发送至电脑,50ms,末端点坐标,B0-B3,,末端点坐标x,
算法PCB,CAN1(算法PCB链),共享姿态,算法数据,0x150,发送至电脑,50ms,末端点坐标,B4-B7,,末端点坐标y,
算法PCB,CAN1(算法PCB链),共享姿态,算法数据,0x151,发送至电脑,50ms,末端点坐标,B0-B3,,末端点坐标z,
算法PCB,CAN1(算法PCB链),共享姿态,算法数据,0x152,发送至电脑,80ms,夹角坐标,B0-B3,,推进梁和XZ面夹角,
算法PCB,CAN1(算法PCB链),共享姿态,算法数据,0x152,发送至电脑,80ms,夹角坐标,B4-B7,,推进梁和XY面夹角,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x153,发送至电脑、整车控制器PCB,50ms,钻孔深度,B0-B1,,左臂实时凿岩深度,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x153,发送至电脑、整车控制器PCB,50ms,钻孔深度,B2-B3,,中臂实时凿岩深度,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x153,发送至电脑、整车控制器PCB,50ms,钻孔深度,B4-B5,,右臂实时凿岩深度,
算法PCB,CAN1(算法PCB链),左臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b0,左臂自评行摆上,
算法PCB,CAN1(算法PCB链),左臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b1,左臂自评行摆下,
算法PCB,CAN1(算法PCB链),左臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b2,左臂自评行摆左,
算法PCB,CAN1(算法PCB链),左臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b3,左臂自评行摆右,
算法PCB,CAN1(算法PCB链),中臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b4,中臂自评行摆上,
算法PCB,CAN1(算法PCB链),中臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b5,中臂自评行摆下,
算法PCB,CAN1(算法PCB链),中臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b6,中臂自评行摆左,
算法PCB,CAN1(算法PCB链),中臂,算法数据,0x153,发送至整车控制PCB,50ms,,B6,b7,中臂自评行摆右,
算法PCB,CAN1(算法PCB链),右臂,算法数据,0x153,发送至整车控制PCB,50ms,,B7,b0,右臂自评行摆上,
算法PCB,CAN1(算法PCB链),右臂,算法数据,0x153,发送至整车控制PCB,50ms,,B7,b1,右臂自评行摆下,
算法PCB,CAN1(算法PCB链),右臂,算法数据,0x153,发送至整车控制PCB,50ms,,B7,b2,右臂自评行摆左,
算法PCB,CAN1(算法PCB链),右臂,算法数据,0x153,发送至整车控制PCB,50ms,,B7,b3,右臂自评行摆右,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x154,发送至电脑,150ms,编码器实际角度*100,B0-B1,,左臂root_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x154,发送至电脑,150ms,编码器实际角度*100,B2-B3,,左臂base_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x154,发送至电脑,150ms,编码器实际角度*100,B4-B5,,左臂boom_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x154,发送至电脑,150ms,编码器实际角度*100,B6-B7,,左臂d1_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x155,发送至电脑,150ms,编码器实际角度*100,B0-B1,,左臂e1_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x155,发送至电脑,150ms,编码器实际角度*100,B2-B3,,左臂f_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x155,发送至电脑,150ms,编码器实际角度*100,B4-B5,,左臂cd_raw,
算法PCB,CAN1(算法PCB链),左臂,传感器数据,0x155,发送至电脑,150ms,编码器实际角度*100,B6-B7,,左臂gg1_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x156,发送至电脑,150ms,编码器实际角度*100,B0-B1,,中臂base_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x156,发送至电脑,150ms,编码器实际角度*100,B2-B3,,中臂boom_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x156,发送至电脑,150ms,编码器实际角度*100,B4-B5,,中臂d1_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x156,发送至电脑,150ms,编码器实际角度*100,B6-B7,,中臂e1_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x157,发送至电脑,150ms,编码器实际角度*100,B0-B1,,中臂f_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x157,发送至电脑,150ms,编码器实际角度*100,B2-B3,,中臂cd_raw,
算法PCB,CAN1(算法PCB链),中臂,传感器数据,0x157,发送至电脑,150ms,编码器实际角度*100,B4-B5,,中臂gg1_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x157,发送至电脑,150ms,编码器实际角度*100,B6-B7,,右臂root_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x158,发送至电脑,150ms,编码器实际角度*100,B0-B1,,右臂base_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x158,发送至电脑,150ms,编码器实际角度*100,B2-B3,,右臂boom_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x158,发送至电脑,150ms,编码器实际角度*100,B4-B5,,右臂d1_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x158,发送至电脑,150ms,编码器实际角度*100,B6-B7,,右臂e1_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x159,发送至电脑,50ms,编码器实际角度*100,B0-B1,,右臂f_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x159,发送至电脑,50ms,编码器实际角度*100,B2-B3,,右臂cd_raw,
算法PCB,CAN1(算法PCB链),右臂,传感器数据,0x159,发送至电脑,50ms,编码器实际角度*100,B4-B5,,右臂gg1_raw,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b0,左臂root_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b1,左臂base_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b2,左臂boom_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b3,左臂d1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b4,左臂e1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b5,左臂f_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b6,左臂cd_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B0,b7,左臂gg1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b0,左臂深度编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b1,中臂base_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b2,中臂boom_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b3,中臂d1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b4,中臂e1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b5,中臂f_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b6,中臂cd_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B1,b7,中臂gg1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b0,中臂深度编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b1,右臂root_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b2,右臂base_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b3,右臂boom_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b4,右臂d1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b5,右臂e1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b6,右臂f_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B2,b7,右臂cd_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B3,b0,右臂gg1_raw编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B3,b1,右臂深度编码器掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B3,b2,算法PCB掉线,
算法PCB,CAN1(算法PCB链),整机共享,整机共享,0x15A,发送至电脑,500ms,实时状态,B3,b3,倾角传感器掉线,
算法PCB,CAN1(算法PCB链),算法结果发送,固定发送,0x15B~0x160,发送至整车控制PCB,100ms,全电脑算法结果臂架动作,,,,ID范围已确认，字段待后续补充
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b0,左臂root_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b1,左臂base_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b2,左臂boom_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b3,左臂d1_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b4,左臂e1_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b5,左臂f_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b6,左臂cd_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B0,b7,左臂gg1_raw,
电脑,CAN1(电脑链),左臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b0,左臂深度,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b1,中臂base_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b2,中臂boom_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b3,中臂d1_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b4,中臂e1_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b5,中臂f_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b6,中臂cd_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B1,b7,中臂gg1_raw,
电脑,CAN1(电脑链),中臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b0,中臂深度,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b1,右臂root_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b2,右臂base_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b3,右臂boom_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b4,右臂d1_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b5,右臂e1_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b6,右臂f_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B2,b7,右臂cd_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B3,b0,右臂gg1_raw,
电脑,CAN1(电脑链),右臂,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B3,b1,倾角x,
电脑,CAN1(电脑链),倾角,传感器数据,0x50,发送至算法PCB,逐帧发送,标零,B3,b2,倾角y,
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左按键板,按键板数据,0x18FF90E3,发送至CAN1,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-右按键板,按键板数据,0x18FF90E4,发送至CAN1,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄按键数据,0x1C0,发送至CAN1,50ms,左手柄按键,B0,b0,PB1,
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄按键数据,0x1C0,发送至CAN1,50ms,左手柄按键,B0,b1,PB2,
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄按键数据,0x1C0,发送至CAN1,50ms,左手柄按键,B0,b2,PB3,
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄按键数据,0x1C0,发送至CAN1,50ms,左手柄按键,B0,b3,PB4,
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄数据,0x2C0,发送至CAN1,50ms,左手柄坐标,B0-B1,,X,16bit
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄数据,0x2C0,发送至CAN1,50ms,左手柄坐标,B2-B3,,Y,16bit
左操作台数据,CAN1(左操作台链),左操作台-左手柄,手柄数据,0x2C0,发送至CAN1,50ms,左手柄坐标,B4-B5,,Z,16bit
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄按键数据,0x1C2,发送至CAN1,50ms,右手柄按键,B0,b0,PB1,
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄按键数据,0x1C2,发送至CAN1,50ms,右手柄按键,B0,b1,PB2,
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄按键数据,0x1C2,发送至CAN1,50ms,右手柄按键,B0,b2,PB3,
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄按键数据,0x1C2,发送至CAN1,50ms,右手柄按键,B0,b3,PB4,
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄数据,0x2C2,发送至CAN1,50ms,右手柄坐标,B0-B1,,X,16bit
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄数据,0x2C2,发送至CAN1,50ms,右手柄坐标,B2-B3,,Y,16bit
左操作台数据,CAN1(左操作台链),左操作台-右手柄,手柄数据,0x2C2,发送至CAN1,50ms,右手柄坐标,B4-B5,,Z,16bit
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B0,b6-b7,按键4,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B1,b0-b1,按键5,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B1,b2-b3,按键6,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B1,b4-b5,按键7,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B1,b6-b7,按键8,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B2,b0-b1,按键9,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B2,b2-b3,按键10,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B2,b4-b5,按键11,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B2,b6-b7,按键12,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B3,b0-b1,按键13,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B3,b2-b3,按键14,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B3,b4-b5,按键15,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-左按键板,按键板数据,0x18FF90E3,发送至整车控制PCB,100ms,按键板输入,B3,b6-b7,按键16,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B0,b0-b1,按键1,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B0,b2-b3,按键2,2bit 按键状态
右操作台数据,CAN2(右操作台链),右操作台-右按键板,按键板数据,0x18FF90E4,发送至整车控制PCB,100ms,按键板输入,B0,b4-b5,按键3,2bit 按键状态
